Gene Ontology Enrichment using Bioconductor GOstat for P. rapae sperm proteins



 apyrene_BP :
GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0090151	0.000293271849950681	Inf	0.202433628318584	3	3	establishment of protein localization to mitochondrial membrane
GO:0006099	0.00100560409762937	9.31919642857143	0.877212389380531	5	13	tricarboxylic acid cycle
GO:0015698	0.00433594505022059	8.38095238095238	0.742256637168142	4	11	inorganic anion transport
GO:0007008	0.00448357980772058	Inf	0.134955752212389	2	2	outer mitochondrial membrane organization
GO:1902017	0.00448357980772058	Inf	0.134955752212389	2	2	regulation of cilium assembly
GO:0007630	0.00448357980772058	Inf	0.134955752212389	2	2	jump response
GO:0045931	0.00448357980772058	Inf	0.134955752212389	2	2	positive regulation of mitotic cell cycle
GO:0070585	0.0050581913659594	14.4827586206897	0.404867256637168	3	6	protein localization to mitochondrion
GO:0007007	0.0050581913659594	14.4827586206897	0.404867256637168	3	6	inner mitochondrial membrane organization
GO:0006783	0.0128641957232604	28.5423728813559	0.202433628318584	2	3	heme biosynthetic process
GO:0006778	0.0128641957232604	28.5423728813559	0.202433628318584	2	3	porphyrin-containing compound metabolic process
GO:0033014	0.0128641957232604	28.5423728813559	0.202433628318584	2	3	tetrapyrrole biosynthetic process
GO:0006839	0.015509705125146	4.0922619047619	1.55199115044248	5	23	mitochondrial transport
GO:0007006	0.0219211530091243	15.2363636363636	0.254180602006689	2	4	mitochondrial membrane organization
GO:0045333	0.0222881233093986	3.17532467532468	2.29424778761062	6	34	cellular respiration
GO:0009988	0.024611940341825	14.2542372881356	0.269911504424779	2	4	cell-cell recognition
GO:0000272	0.024611940341825	14.2542372881356	0.269911504424779	2	4	polysaccharide catabolic process
GO:0090559	0.024611940341825	14.2542372881356	0.269911504424779	2	4	regulation of membrane permeability
GO:0098656	0.024611940341825	14.2542372881356	0.269911504424779	2	4	monoatomic anion transmembrane transport
GO:0006301	0.024611940341825	14.2542372881356	0.269911504424779	2	4	postreplication repair
GO:0070372	0.024611940341825	14.2542372881356	0.269911504424779	2	4	regulation of ERK1 and ERK2 cascade
GO:0097190	0.0249583804571495	6.17733990147783	0.674778761061947	3	10	apoptotic signaling pathway
GO:0008015	0.0249583804571495	6.17733990147783	0.674778761061947	3	10	blood circulation
GO:0061564	0.0280940575536191	4.15538847117794	1.2146017699115	4	18	axon development
GO:1902533	0.0326917937347477	5.39870689655172	0.742256637168142	3	11	positive regulation of intracellular signal transduction
GO:0048589	0.0348651282409586	3.1832298136646	1.88938053097345	5	28	developmental growth
GO:0006626	0.0392487599332516	9.49152542372881	0.337389380530973	2	5	protein targeting to mitochondrion
GO:0051293	0.0392487599332516	9.49152542372881	0.337389380530973	2	5	establishment of spindle localization
GO:0051640	0.0399871225829702	3.046875	1.95685840707965	5	29	organelle localization
GO:0006979	0.0415298428768083	4.79310344827586	0.809734513274336	3	12	response to oxidative stress
GO:0055085	0.0459440999044379	1.92824919441461	7.22013274336283	12	107	transmembrane transport
GO:0033043	0.0462431786324317	2.59572192513369	2.69911504424779	6	40	regulation of organelle organization


 eupyrene_BP :
GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:1902600	0.000708266950289435	5.18646734854445	2.11393805309735	8	39	proton transmembrane transport
GO:0098660	0.00206640638654483	3.86808510638298	3.0353982300885	9	56	inorganic ion transmembrane transport
GO:0003333	0.00834349042100311	36.3404255319149	0.162610619469027	2	3	amino acid transmembrane transport
GO:0051453	0.00998819243970744	9.22826086956522	0.48783185840708	3	9	regulation of intracellular pH
GO:1904951	0.00998819243970744	9.22826086956522	0.48783185840708	3	9	positive regulation of establishment of protein localization
GO:0006812	0.0121568374010156	3.01313320825516	3.25221238938053	8	60	monoatomic cation transport
GO:0034220	0.0134132907902528	2.95260009203866	3.30641592920354	8	61	monoatomic ion transmembrane transport
GO:0006885	0.0137285827936631	7.90062111801242	0.542035398230089	3	10	regulation of pH
GO:0007035	0.0161094486136661	18.1489361702128	0.216814159292035	2	4	vacuolar acidification
GO:0018209	0.0161094486136661	18.1489361702128	0.216814159292035	2	4	peptidyl-serine modification
GO:0046034	0.0359485016154704	3.125	1.89712389380531	5	35	ATP metabolic process
GO:0055082	0.0362734091310522	3.71111111111111	1.30088495575221	4	24	intracellular chemical homeostasis
GO:0009066	0.037549316174335	9.0531914893617	0.325221238938053	2	6	aspartate family amino acid metabolic process


 shared_BP :
GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0006412	0.000126437819667459	4.3689497716895	125.757743362832	138	143	translation
GO:0009058	0.00127947954250973	1.96125856164384	342.096238938053	357	389	biosynthetic process
GO:0022607	0.0125638956809956	1.99361022364217	160.055309734513	169	182	cellular component assembly
GO:0071840	0.0208527325880654	1.63306827136614	268.224557522124	278	305	cellular component organization or biogenesis
GO:0006575	0.0258292814432695	Inf	24.6238938053097	28	28	modified amino acid metabolic process
GO:0032940	0.0280043756214715	5.87267904509284	36.9358407079646	41	42	secretion by cell
GO:0048477	0.0280043756214715	5.87267904509284	36.9358407079646	41	42	oogenesis
GO:0051603	0.0305331930314236	3.7442799461642	47.4889380530973	52	54	proteolysis involved in protein catabolic process
GO:0043632	0.0305331930314236	3.7442799461642	47.4889380530973	52	54	modification-dependent macromolecule catabolic process
GO:0043933	0.0326107490826931	2.04879385964912	104.651548672566	111	119	protein-containing complex organization
GO:0009792	0.0384429780668203	Inf	21.9856194690265	25	25	embryo development ending in birth or egg hatching
GO:0022618	0.0392623321426221	5.42140026420079	34.2975663716814	38	39	protein-RNA complex assembly
GO:0016192	0.0403072225325607	2.32727272727273	74.7511061946903	80	85	vesicle-mediated transport
GO:0071695	0.0438778478583682	Inf	21.1061946902655	24	24	anatomical structure maturation
GO:0005996	0.0438778478583682	Inf	21.1061946902655	24	24	monosaccharide metabolic process
GO:0048518	0.04587144023098	1.78989288656962	126.637168141593	133	144	positive regulation of biological process
GO:0030154	0.0466169394380969	1.82950819672131	117.842920353982	124	134	cell differentiation
GO:0060255	0.0478973551090053	1.7427370030581	134.551991150442	141	153	regulation of macromolecule metabolic process


 apyrene_MF :
GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0008308	0.00502053856686444	Inf	0.142705005324814	2	2	voltage-gated monoatomic anion channel activity
GO:0004579	0.00502053856686444	Inf	0.142705005324814	2	2	dolichyl-diphosphooligosaccharide-protein glycotransferase activity
GO:0015288	0.00502053856686444	Inf	0.142705005324814	2	2	porin activity
GO:0046625	0.00502053856686444	Inf	0.142705005324814	2	2	sphingolipid binding
GO:0004222	0.00534194095317426	7.84580498866213	0.784877529286475	4	11	metalloendopeptidase activity
GO:0005044	0.0143650628578053	26.8	0.21405750798722	2	3	scavenger receptor activity
GO:0004449	0.0143650628578053	26.8	0.21405750798722	2	3	isocitrate dehydrogenase (NAD+) activity
GO:0004185	0.0143650628578053	26.8	0.21405750798722	2	3	serine-type carboxypeptidase activity
GO:0016616	0.0143650628578053	26.8	0.21405750798722	2	3	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
GO:0022832	0.0143650628578053	26.8	0.21405750798722	2	3	voltage-gated channel activity
GO:0090599	0.0274084613472436	13.3846153846154	0.285410010649627	2	4	alpha-glucosidase activity
GO:0016758	0.0277794793365294	4.1953601953602	1.21299254526092	4	17	hexosyltransferase activity
GO:0046914	0.0431256706894171	2.27741265997925	4.06709265175719	8	57	transition metal ion binding
GO:0051117	0.0435906455694344	8.91282051282051	0.356762513312034	2	5	ATPase binding
GO:0004930	0.0435906455694344	8.91282051282051	0.356762513312034	2	5	G protein-coupled receptor activity
GO:0008509	0.0435906455694344	8.91282051282051	0.356762513312034	2	5	monoatomic anion transmembrane transporter activity
GO:0033218	0.0479763131204651	4.49479166666667	0.856230031948882	3	12	amide binding
GO:0008238	0.0493939496622706	2.8494623655914	2.0692225772098	5	29	exopeptidase activity


 eupyrene_MF :
GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0022853	7.34367606981227e-05	9.48527131782946	1.17145899893504	7	22	active monoatomic ion transmembrane transporter activity
GO:0022804	0.000128460443137886	6.07553107789142	2.12992545260916	9	40	active transmembrane transporter activity
GO:0046961	0.000426633142236005	19.2391304347826	0.425985090521832	4	8	proton-transporting ATPase activity, rotational mechanism
GO:0042626	0.00108618122475102	6.59848484848485	1.2779552715655	6	24	ATPase-coupled transmembrane transporter activity
GO:0005215	0.00141781385654291	3.19809582309582	5.37806176783813	13	101	transporter activity
GO:0022890	0.00350437195674701	3.84126984126984	2.66240681576145	8	50	inorganic cation transmembrane transporter activity
GO:0008324	0.00398737576251873	3.74750830564784	2.71565495207668	8	51	monoatomic cation transmembrane transporter activity
GO:0044769	0.0134544902547605	20.0681818181818	0.197636949516649	2	4	ATPase activity, coupled to transmembrane movement of ions, rotational mechanism
GO:0004181	0.0250722125518814	12.3055555555556	0.266240681576145	2	5	metallocarboxypeptidase activity
GO:0015171	0.0250722125518814	12.3055555555556	0.266240681576145	2	5	amino acid transmembrane transporter activity
GO:0008514	0.0363381101608009	9.21875	0.319488817891374	2	6	organic anion transmembrane transporter activity
GO:0004252	0.0461518265523385	2.88215488215488	2.0234291799787	5	38	serine-type endopeptidase activity


 shared_MF :
GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0003735	0.000468559226541248	11.1933333333333	64.8583599574015	73	74	structural constituent of ribosome
GO:0003723	0.0225599217231751	2.14859154929577	106.052183173589	113	121	RNA binding
GO:0005515	0.0323452718053001	1.55146486906922	262.939297124601	272	300	protein binding


 apyrene_CC :
GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0005741	4.06558387809947e-05	27.1985815602837	0.506082725060827	5	8	mitochondrial outer membrane
GO:0019867	0.000165855353651916	16.2765957446809	0.632603406326034	5	10	outer membrane
GO:0005758	0.00218616177073208	23.5102040816327	0.316301703163017	3	5	mitochondrial intermembrane space
GO:0098798	0.00492815099107568	5.74468085106383	1.20194647201946	5	19	mitochondrial protein-containing complex
GO:0005740	0.00632812790003419	3.83333333333333	2.3390452876377	7	39	mitochondrial envelope
GO:0000932	0.0113098461105436	30.76	0.18978102189781	2	3	P-body
GO:0046930	0.0113098461105436	30.76	0.18978102189781	2	3	pore complex
GO:0009986	0.0115664921074422	5.75	0.948905109489051	4	15	cell surface
GO:0005739	0.0141748123157409	3.21457219251337	2.70854922279793	7	51	mitochondrion
